aeron,100000,99997,650,864,978,1057,1257,19,0
aeron,200000,199816,482,674,962,1171,22855,3608,0
aeron,300000,299963,456,497,580,723,5300,1649,0
aeron,400000,399238,484,540,995,1764,37519,16779,0
aeron,500000,499165,1195,1406,1628,1915,45449,45424,0
aeron,600000,595126,1054,1319,1590,1852,57475,109301,0
aeron,700000,645097,1426,1580,1820,2032,57835,1253671,0
