aeron,100000,99998,580,621,658,736,856,19,0
aeron,200000,199990,616,656,699,800,5468,138,0
aeron,300000,299960,647,683,735,832,5447,727,0
aeron,400000,399794,666,706,801,930,9699,5996,0
aeron,500000,497343,828,1034,1175,1330,51544,69208,0
aeron,600000,594961,926,1085,1214,1346,62717,120656,0
aeron,700000,654918,1444,1508,1605,1709,60030,1095326,0
