product,rate,achieved,p50,p90,p99,p999,max,dropped,lag,fleet
exchange-fix,100000,99965,1041,1612,90880,175872,205696,0,1,nodes-3x-c7a.4xlarge-multiaz/clients-5x-c7a.2xlarge
exchange-fix,200000,125461,388864,1002496,1252352,1411072,11788288,471414,1,nodes-3x-c7a.4xlarge-multiaz/clients-5x-c7a.2xlarge
