product,rate,achieved,p50,p90,p99,p999,max,dropped,lag,fleet
exchange-fix,100000,70809,1076,1584,251392,392448,2807808,0,1,nodes-3x-c7a.4xlarge-multiaz/clients-5x-c7a.2xlarge
exchange-fix,200000,119959,1874,36768,283648,842752,11206656,563787,1,nodes-3x-c7a.4xlarge-multiaz/clients-5x-c7a.2xlarge
