product,rate,achieved,p50,p90,p99,p999,max,dropped,lag,fleet
exchange-fix,100000,99965,1031,1509,71936,158464,188416,0,1,nodes-3x-c7a.4xlarge-multiaz/clients-5x-c7a.2xlarge
exchange-fix,200000,125419,548352,886272,1250304,1286144,13058048,471101,1,nodes-3x-c7a.4xlarge-multiaz/clients-5x-c7a.2xlarge
