product,rate,achieved,p50,p90,p99,p999,max,dropped,lag,fleet
exchange-fix,100000,99955,1095,1322,17200,78336,99840,0,1,nodes-3x-c7a.4xlarge-multiaz/clients-5x-c7a.2xlarge
exchange-fix,400000,343696,101376,149120,332800,376576,384512,1316784,1,nodes-3x-c7a.4xlarge-multiaz/clients-5x-c7a.2xlarge
