product,rate,achieved,p50,p90,p99,p999,max,dropped,lag
braft-multi,40000,39985,509,563,633,771,2768,5,1
braft-multi,70000,69975,567,644,735,839,1094,5,1
braft-multi,100000,99961,669,796,933,1040,1442,5,1
braft-multi,130000,129950,791,957,1113,1305,2132,5,1
braft-multi,160000,159940,909,1106,1315,1628,2576,5,1
braft-multi,200000,199929,1282,2108,3556,5496,6672,5,1
braft-multi,250000,245272,97344,105600,111296,116224,117760,165376,1
braft-multi,300000,236004,126656,135552,142848,148096,149376,2182698,1
braft-multi,350000,244893,142208,150656,158080,162432,164096,3665689,1
