product,rate,achieved,p50,p90,p99,p999,max,dropped,lag
sequencer-fix,50000,49959,1669,2074,2412,4268,42688,0,1
sequencer-fix,100000,99404,1967,2388,28336,153856,391680,16245,1
sequencer-fix,150000,149918,2064,2558,48096,85504,102720,0,1
sequencer-fix,200000,199017,2240,3008,70784,206976,409856,23530,1
