product,rate,achieved,p50,p90,p99,p999,max,dropped,lag
sequencer-fix,50000,0,,,,,,1995005,0
sequencer-fix,75000,74897,1040,1421,2132,53216,78720,0,1
sequencer-fix,100000,99219,1143,1575,41184,195200,220288,21746,1
sequencer-fix,125000,124773,1270,1797,47040,106368,129536,3708,1
sequencer-fix,150000,149895,1413,2070,53312,93056,109760,740,1
