product,rate,achieved,p50,p90,p99,p999,max,dropped,lag
sequencer-fix,175000,172895,1350,1913,82432,258304,273408,33691,1
sequencer-fix,200000,199353,1456,2086,56576,103232,118464,3225,1
sequencer-fix,225000,223901,1597,2388,83392,117248,125376,11445,1
sequencer-fix,250000,248959,1949,3122,82816,117184,124032,9363,1
